,address,debug,description,name,function,lineno,title,type
14,4640,"calldata_ZooToken_32 + 4: 0x57f25cd000000000000000000000000000000000000000000000000000000000
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_ZooToken_4: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
calldata_ZooToken_0: 0xd73dd62300000000000000000000000000000000000000000000000000000000
calldatasize_ZooToken: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `increaseApproval(address,uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",ETH_Birds-5.,"increaseApproval(address,uint256)",27,Integer Overflow ,Warning
15,4653,"The exception is triggered under the following conditions:

storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_ZooToken_4: 0x1
calldata_ZooToken_32 + 4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_ZooToken_0: 0xd73dd62300000000000000000000000000000000000000000000000000000000
calldatasize_ZooToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",ETH_Birds-5.,"increaseApproval(address,uint256)",28,Exception state,Informational
16,775,,A possible transaction order independence vulnerability exists in function withdrawAll(). The value or direction of the call statement is determined from a tainted storage location,Gods_Unchained_TCG-0.,withdrawAll(),974,Transaction order dependence,Warning
17,1063,,"This contract executes a message call to an address provided as a function argument. Generally, it is not recommended to call user-supplied addresses using Solidity's call() construct. Note that attackers might leverage reentrancy attacks to exploit race conditions or manipulate this contract's state.",Dragonereum-10.,"migrate(address,address)",119,Message call to external contract,Warning
18,3761,,"This contract executes a message call to an address provided as a function argument. Generally, it is not recommended to call user-supplied addresses using Solidity's call() construct. Note that attackers might leverage reentrancy attacks to exploit race conditions or manipulate this contract's state.",Dragonereum-10.,returnOwnership(address),176,Message call to external contract,Warning
19,4084,,"This contract executes a message call to an address provided as a function argument. Generally, it is not recommended to call user-supplied addresses using Solidity's call() construct. Note that attackers might leverage reentrancy attacks to exploit race conditions or manipulate this contract's state.",Dragonereum-10.,unpause(address),179,Message call to external contract,Warning
20,4407,,"This contract executes a message call to an address provided as a function argument. Generally, it is not recommended to call user-supplied addresses using Solidity's call() construct. Note that attackers might leverage reentrancy attacks to exploit race conditions or manipulate this contract's state.",Dragonereum-10.,pause(address),179,Message call to external contract,Warning
21,254,"The exception is triggered under the following conditions:

calldata_SafeMath_32 + 4: 0x0
calldata_SafeMath_4: 0xffff
calldata_SafeMath_0: 0x6216123500000000000000000000000000000000000000000000000000000000
calldatasize_SafeMath: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Angel_Battles-10.,"getRandomNumber(uint16,uint8,address)",24,Exception state,Informational
22,4092,"storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_StandardToken_4: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
calldata_StandardToken_32 + 4: 0x57f25cd000000000000000000000000000000000000000000000000000000000
calldata_StandardToken_0: 0xd73dd62300000000000000000000000000000000000000000000000000000000
calldatasize_StandardToken: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `increaseApproval(address,uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",ETHERCRAFT-65.,"increaseApproval(address,uint256)",34,Integer Overflow ,Warning
23,4105,"The exception is triggered under the following conditions:

storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_StandardToken_4: 0x1
calldata_StandardToken_32 + 4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_StandardToken_0: 0xd73dd62300000000000000000000000000000000000000000000000000000000
calldatasize_StandardToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",ETHERCRAFT-65.,"increaseApproval(address,uint256)",35,Exception state,Informational
24,1542,"storage_3: 0x800000000000000000000000000000000000000000000000000000000000000
calldata_MultiSigWalletWithDailyLimit_0: 0xa0e67e2b00000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getOwners()`.
The addition or multiplication may result in a value higher than the maximum representable integer.",CryptoMiner_World-18.,getOwners(),348,Integer Overflow ,Warning
25,2521,"The exception is triggered under the following conditions:

calldata_MultiSigWalletWithDailyLimit_4: 0x0
storage_3: 0x0
calldata_MultiSigWalletWithDailyLimit_0: 0x25e7c2700000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",CryptoMiner_World-18.,_function_0x025e7c27,32,Exception state,Informational
26,2820,"storage_3: 0x0
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_MultiSigWalletWithDailyLimit_4: 0xff00
caller: 0x0
calldata_MultiSigWalletWithDailyLimit_0: 0x173825d900000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A possible integer underflow exists in the function `removeOwner(address)`.
The subtraction may result in a value < 0.",CryptoMiner_World-18.,removeOwner(address),145,Integer Underflow,Warning
27,2864,"The exception is triggered under the following conditions:

storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_MultiSigWalletWithDailyLimit_4: 0xff00
caller: 0x0
calldata_MultiSigWalletWithDailyLimit_0: 0x173825d900000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
storage_3: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",CryptoMiner_World-18.,removeOwner(address),146,Exception state,Informational
28,3747,"storage_7: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffef00
calldata_MultiSigWalletWithDailyLimit_0: 0x4bc9fdc200000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `calcMaxWithdraw()`.
The addition or multiplication may result in a value higher than the maximum representable integer.",CryptoMiner_World-18.,calcMaxWithdraw(),494,Integer Overflow ,Warning
29,4152,"storage_3: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_MultiSigWalletWithDailyLimit_4: 0xffffffffffffffffffffffffffffffffffffffff
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_MultiSigWalletWithDailyLimit_4: 0x0
caller: 0x0
calldata_MultiSigWalletWithDailyLimit_0: 0x7065cb4800000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `addOwner(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",CryptoMiner_World-18.,addOwner(address),131,Integer Overflow ,Warning
30,5194,"storage_3: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
calldata_MultiSigWalletWithDailyLimit_0: 0xa0e67e2b00000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getOwners()`.
The addition or multiplication may result in a value higher than the maximum representable integer.",CryptoMiner_World-18.,getOwners(),353,Integer Overflow ,Warning
31,5196,"storage_3: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb
calldata_MultiSigWalletWithDailyLimit_0: 0xa0e67e2b00000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getOwners()`.
The addition or multiplication may result in a value higher than the maximum representable integer.",CryptoMiner_World-18.,getOwners(),353,Integer Overflow ,Warning
32,5522,"calldata_MultiSigWalletWithDailyLimit_32 + 4: 0x0
calldata_MultiSigWalletWithDailyLimit_4: 0x1
calldata_MultiSigWalletWithDailyLimit_0: 0xa8abe69a00000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
storage_5: 0x0
callvalue: 0x0
","A possible integer underflow exists in the function `getTransactionIds(uint256,uint256,bool,bool)`.
The subtraction may result in a value < 0.",CryptoMiner_World-18.,"getTransactionIds(uint256,uint256,bool,bool)",401,Integer Underflow,Warning
33,9065,"storage_3: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe2000
calldata_MultiSigWalletWithDailyLimit_4: 0x0
storage_87903029871075914254377627908054574944891091886930582284385770809450030037083: 0x0
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_MultiSigWalletWithDailyLimit_4: 0xff00
caller: 0x0
calldata_MultiSigWalletWithDailyLimit_0: 0x173825d900000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `removeOwner(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",CryptoMiner_World-18.,removeOwner(address),413,Integer Overflow ,Warning
34,9067,"storage_3: 0x7ffff9f100000000000000000000000000000000000000000000000000000000
calldata_MultiSigWalletWithDailyLimit_4: 0x0
storage_87903029871075914254377627908054574944891091886930582284385770809450030037083: 0x0
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_MultiSigWalletWithDailyLimit_4: 0xff00
caller: 0x0
calldata_MultiSigWalletWithDailyLimit_0: 0x173825d900000000000000000000000000000000000000000000000000000000
calldatasize_MultiSigWalletWithDailyLimit: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `removeOwner(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",CryptoMiner_World-18.,removeOwner(address),413,Integer Overflow ,Warning
35,890,"calldata_WarToken_4: 0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffc
calldata_WarToken_0: 0xd047d4900000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getFashionsAttrs(uint256[])`.
The addition or multiplication may result in a value higher than the maximum representable integer.",EtherOnline-8.,getFashionsAttrs(uint256[]),529,Integer Overflow ,Warning
36,1169,"mem_128 +
32 +
32*
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_WarToken_4: 0x800000000000000000000000000000000000000000000000000000000000000
calldata_WarToken_4: 0xffffffffffffffffffffffffffffffffffffffff
calldata_WarToken_0: 0x15de460700000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_WarToken_4: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `getOwnFashions(address)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",EtherOnline-8.,getOwnFashions(address),513,Integer Overflow ,Warning
37,3917,"The exception is triggered under the following conditions:

storage_keccac_calldata_WarToken_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_WarToken_4: 0x1
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256): 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
storage_1: 0x1
storage_0: 0x0
calldata_WarToken_0: 0x378f83f00000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",EtherOnline-8.,"destroyFashion(uint256,uint16)",463,Exception state,Informational
38,4185,"storage_keccac_calldata_WarToken_4: 0x67f3dfbe7fed6efefdfeffdb37be3f777feeff7af7bff7175bffdd3adeff5fff
keccac_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256): 0x8000000000000000000000000000000000000000000000000000000000000000
storage_2: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_WarToken_4: 0x1
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256): 0x8000000000000000000000000000000000000000000000000000000000000000
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
storage_1: 0x1
storage_0: 0x0
calldata_WarToken_0: 0x378f83f00000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
storage_keccac_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256) +
storage_keccac_calldata_WarToken_4: 0x1
callvalue: 0x0
","A possible integer overflow exists in the function `destroyFashion(uint256,uint16)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",EtherOnline-8.,"destroyFashion(uint256,uint16)",477,Integer Overflow ,Warning
39,5423,"The exception is triggered under the following conditions:

calldata_WarToken_4 + calldata_WarToken_4: 0x40
calldata_WarToken_0 + 36 + calldata_WarToken_4: 0x0
storage_1: 0x0
storage_keccac_calldata_WarToken_0_+_36_+_calldata_WarToken_4: 0xffffffffffffffffffffffffffffffffffffffff00
calldata_WarToken_0: 0xd047d4900000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",EtherOnline-8.,getFashionsAttrs(uint256[]),541,Exception state,Informational
40,6341,"The exception is triggered under the following conditions:

storage_keccac_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_WarToken_4 +
0: 0x0
storage_1: 0x0
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_WarToken_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_WarToken_4: 0xffffffffffffffffffffffffffffffffffffffff
calldata_WarToken_0: 0x15de460700000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",EtherOnline-8.,getOwnFashions(address),524,Exception state,Informational
41,6444,"The exception is triggered under the following conditions:

storage_keccac_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_WarToken_4 +
0: 0x0
storage_1: 0x1
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_WarToken_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_WarToken_4: 0xffffffffffffffffffffffffffffffffffffffff
calldata_WarToken_0: 0x15de460700000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
mem_128 +
32 +
32*
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_WarToken_4: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",EtherOnline-8.,getOwnFashions(address),526,Exception state,Informational
42,8018,"The exception is triggered under the following conditions:

calldata_WarToken_4: 0x1
storage_1: 0x1
storage_keccac_calldata_WarToken_4: 0xffffffffffffffffffffffffffffffffffffffff00
calldata_WarToken_0: 0x425189e000000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",EtherOnline-8.,getFashion(uint256),504,Exception state,Informational
43,12847,"The exception is triggered under the following conditions:

storage_keccac_calldata_WarToken_4: 0xc00000000000000000000000000000000000000000
calldata_WarToken_4: 0x1
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256): 0xc00000000000000000000000000000000000000000
calldata_WarToken_32 + 4: 0x4000000000000000000000000000000000000000
storage_1: 0x1
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
storage_0: 0x0
calldata_WarToken_0: 0x18ad052b00000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",EtherOnline-8.,"safeTransferByContract(uint256,address)",295,Exception state,Informational
44,15237,"storage_keccac_calldata_WarToken_4: 0x821e20130500020dfc0860be6f1fdaf17c1f608f9ff5ee7942685f32d80ffa2e
keccac_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256): 0xaf8f21000c005052ccba529d8f4f1c76d3b0eba5affb52fe701f4cc5147ab845
calldata_WarToken_4: 0x1
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256): 0xc04c2613080011095c7a50dda12f4f24f93149c32ff00271536200765840f845
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
storage_1: 0x1
storage_0: 0x0
calldata_WarToken_0: 0x378f83f00000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
storage_keccac_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256) +
storage_keccac_calldata_WarToken_4: 0x1
callvalue: 0x0
","A possible integer overflow exists in the function `destroyFashion(uint256,uint16)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",EtherOnline-8.,"destroyFashion(uint256,uint16)",79,Integer Overflow ,Warning
45,15239,"storage_keccac_calldata_WarToken_4: 0x4400000000000000000000000000000000000000000000000000000000000101
keccac_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256): 0xbdb6db6da00000387e2d51520160b010080007fffff87fffffffefffe0000000
calldata_WarToken_4: 0x1
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256): 0xc400000000000000000000000000000000000000000000000000000000000000
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xff00
storage_1: 0x1
storage_0: 0x0
calldata_WarToken_0: 0x378f83f00000000000000000000000000000000000000000000000000000000
calldatasize_WarToken: 0x4
storage_keccac_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_calldata_WarToken_4,_256) +
storage_keccac_calldata_WarToken_4: 0x1
callvalue: 0x0
","A possible integer overflow exists in the function `destroyFashion(uint256,uint16)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",EtherOnline-8.,"destroyFashion(uint256,uint16)",79,Integer Overflow ,Warning
46,4085,"storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_StandardToken_4: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
calldata_StandardToken_32 + 4: 0x57f25cd000000000000000000000000000000000000000000000000000000000
calldata_StandardToken_0: 0xd73dd62300000000000000000000000000000000000000000000000000000000
calldatasize_StandardToken: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `increaseApproval(address,uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",CryptoSaga-1.,"increaseApproval(address,uint256)",155,Integer Overflow ,Warning
47,4098,"The exception is triggered under the following conditions:

storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_StandardToken_4: 0x1
calldata_StandardToken_32 + 4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_StandardToken_0: 0xd73dd62300000000000000000000000000000000000000000000000000000000
calldatasize_StandardToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",CryptoSaga-1.,"increaseApproval(address,uint256)",155,Exception state,Informational
48,4092,"storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_StandardToken_4: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
calldata_StandardToken_32 + 4: 0x57f25cd000000000000000000000000000000000000000000000000000000000
calldata_StandardToken_0: 0xd73dd62300000000000000000000000000000000000000000000000000000000
calldatasize_StandardToken: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `increaseApproval(address,uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",ETHERCRAFT-73.,"increaseApproval(address,uint256)",94,Integer Overflow ,Warning
49,4105,"The exception is triggered under the following conditions:

storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
calldata_StandardToken_4: 0x1
calldata_StandardToken_32 + 4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_StandardToken_0: 0xd73dd62300000000000000000000000000000000000000000000000000000000
calldatasize_StandardToken: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",ETHERCRAFT-73.,"increaseApproval(address,uint256)",94,Exception state,Informational
50,756,"The exception is triggered under the following conditions:

calldata_SampleStorage_4: 0x58
calldata_SampleStorage_0: 0x4036ab7800000000000000000000000000000000000000000000000000000000
calldatasize_SampleStorage: 0x4
storage_3: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",CryptoJingles-1.,getType(uint256),80,Exception state,Informational
