,address,debug,description,name,function,lineno,title,type
10,3494,"storage_87903029871075914254377627908054574944891091886930582284385770809450030037085: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
storage_3: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_SmartInvestments_0: 0x1726d2c500000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getRefPercents(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getRefPercents(uint256),135,Integer Overflow ,Warning
11,3496,"storage_87903029871075914254377627908054574944891091886930582284385770809450030037085: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff6
storage_3: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_SmartInvestments_0: 0x1726d2c500000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getRefPercents(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getRefPercents(uint256),135,Integer Overflow ,Warning
12,4054,"The exception is triggered under the following conditions:

calldata_SmartInvestments_4: 0x0
storage_7: 0x0
calldata_SmartInvestments_0: 0x3feb5f2b00000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Smart_Investments-0.,_function_0x3feb5f2b,189,Exception state,Informational
13,4140,"The exception is triggered under the following conditions:

calldata_SmartInvestments_4: 0x0
storage_7: 0x0
calldata_SmartInvestments_0: 0x41c9696400000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Smart_Investments-0.,getInvestorInfo(uint256),212,Exception state,Informational
14,4218,"storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*calldata_SmartInvestments_4 +
4: 0x800000000000000000000000000000000000000000000000000000000000000
calldata_SmartInvestments_4: 0x0
storage_7: 0x1
calldata_SmartInvestments_0: 0x41c9696400000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getInvestorInfo(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getInvestorInfo(uint256),209,Integer Overflow ,Warning
15,4221,"storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*calldata_SmartInvestments_4 +
4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_SmartInvestments_4: 0x0
storage_7: 0x1
calldata_SmartInvestments_0: 0x41c9696400000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getInvestorInfo(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getInvestorInfo(uint256),209,Integer Overflow ,Warning
16,4227,"storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*calldata_SmartInvestments_4 +
4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffef
calldata_SmartInvestments_4: 0x0
storage_7: 0x1
calldata_SmartInvestments_0: 0x41c9696400000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getInvestorInfo(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getInvestorInfo(uint256),209,Integer Overflow ,Warning
17,4252,"storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*calldata_SmartInvestments_4 +
4: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
calldata_SmartInvestments_4: 0x0
storage_7: 0x1
calldata_SmartInvestments_0: 0x41c9696400000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getInvestorInfo(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getInvestorInfo(uint256),209,Integer Overflow ,Warning
18,4254,"storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*calldata_SmartInvestments_4 +
4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff7
calldata_SmartInvestments_4: 0x0
storage_7: 0x1
calldata_SmartInvestments_0: 0x41c9696400000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getInvestorInfo(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getInvestorInfo(uint256),209,Integer Overflow ,Warning
19,4431,"storage_keccac_0: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
calldata_SmartInvestments_4: 0x0
storage_7: 0x1
calldata_SmartInvestments_0: 0x41c9696400000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*calldata_SmartInvestments_4 +
4: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `getInvestorInfo(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getInvestorInfo(uint256),212,Integer Overflow ,Warning
20,4433,"storage_keccac_0: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffee
calldata_SmartInvestments_4: 0x0
storage_7: 0x1
calldata_SmartInvestments_0: 0x41c9696400000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*calldata_SmartInvestments_4 +
4: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `getInvestorInfo(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,getInvestorInfo(uint256),212,Integer Overflow ,Warning
21,4549,"The exception is triggered under the following conditions:

calldata_SmartInvestments_4: 0x0
storage_4: 0x0
calldata_SmartInvestments_0: 0x4b5a726d00000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Smart_Investments-0.,getProgramInfo(uint256),147,Exception state,Informational
22,4770,"The exception is triggered under the following conditions:

storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
storage_7: 0x0
calldata_SmartInvestments_0: 0x534844a200000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Smart_Investments-0.,withdrawAmount(),306,Exception state,Informational
23,4882,"storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x1000
storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller +
4: 0x842000000000000080007c000007c1f00000000020eaf39ab268003e2b21d17
storage_7: 0x1001
calldata_SmartInvestments_0: 0x3ccfd60b00000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `withdraw()`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,withdraw(),306,Integer Overflow ,Warning
24,4884,"storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x4
storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller +
4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffef
storage_7: 0x5
calldata_SmartInvestments_0: 0x3ccfd60b00000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `withdraw()`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,withdraw(),306,Integer Overflow ,Warning
25,4954,"storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x4000000000000000000000000000000000000000000000000000000000000000
storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller +
4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffef
timestamp: 0x0
storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller +
0: 0x1
storage_7: 0x4000000000000000000000000000000000000000000000000000000000000001
callvalue: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_SmartInvestments: 0x3
","A possible integer underflow exists in the function `fallback`.
The subtraction may result in a value < 0.",Smart_Investments-0.,fallback,311,Integer Underflow,Warning
26,5028,"The exception is triggered under the following conditions:

calldata_SmartInvestments_4: 0x0
storage_3: 0x0
calldata_SmartInvestments_0: 0x5e047d5800000000000000000000000000000000000000000000000000000000
calldatasize_SmartInvestments: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Smart_Investments-0.,_function_0x5e047d58,80,Exception state,Informational
27,5702,"The exception is triggered under the following conditions:

storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x4000000000000000000000000000000000000000000000000000000000000000
storage_75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller +
4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffef
storage_7: 0x4000000000000000000000000000000000000000000000000000000000000001
callvalue: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_SmartInvestments: 0x3
storage_4: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Smart_Investments-0.,fallback,161,Exception state,Informational
28,6363,"storage_7: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
callvalue: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_SmartInvestments: 0x3
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,fallback,1,Integer Overflow ,Warning
29,8446,"storage_4 +
75276140696391174450305814049576319106646922510300487059720162673006384432776 +
7*storage_7: 0x57f25cd000000000000000000000000000000000000000000000000000000000
keccac_4_+
75276140696391174450305814049576319106646922510300487059720162673006384432776_+
7*storage_7: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
callvalue: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_SmartInvestments: 0x3
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,fallback,163,Integer Overflow ,Warning
30,8481,"keccac_4_+
75276140696391174450305814049576319106646922510300487059720162673006384432776_+
7*storage_7: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
callvalue: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_SmartInvestments: 0x3
storage_keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Smart_Investments-0.,fallback,163,Integer Overflow ,Warning
31,2452,"timestamp: 0xa8795cd3fffffffffffffffffffffffffffffffffffffffffffffffffffffffe
storage_6: 0x57f25cd000000000000000000000000000000000000000000000000000000000
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_Redline: 0x3
storage_keccac_0: 0x0
storage_78541660797044910968829902406342334108369226379826116161446442989268089806461: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",RedLine-0.,fallback,135,Integer Overflow ,Warning
32,2636,"storage_keccac_0: 0x83ffb3569638cea3622d597040d78d7ab7ae5c8a2d8bbb012cad3fb961bad806
storage_6: 0xe6089257c80ac0cbe60d5926ff262844c7005edbab82a162281118017d351c97
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_Redline: 0x3
storage_78541660797044910968829902406342334108369226379826116161446442989268089806461: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",RedLine-0.,fallback,136,Integer Overflow ,Warning
33,3477,"storage_2: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_24465873643947496235832446106509767096567058095563226156125564318740882468607: 0xaa108000002bd3db7704854d60910b506d8900000000000000000000000051ac
storage_2 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_24465873643947496235832446106509767096567058095563226156125564318740882468607,
_____256): 0x0
storage_5: 0x1
calldatasize_Redline: 0x3
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
storage_78541660797044910968829902406342334108369226379826116161446442989268089806461: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `fallback`.
The addition or multiplication may result in a value higher than the maximum representable integer.",RedLine-0.,fallback,115,Integer Overflow ,Warning
34,4799,"The exception is triggered under the following conditions:

storage_24465873643947496235832446106509767096567058095563226156125564318740882468607: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_2: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_Redline: 0x3
storage_2 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_24465873643947496235832446106509767096567058095563226156125564318740882468607,
_____256): 0x0
storage_5: 0x0
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
storage_78541660797044910968829902406342334108369226379826116161446442989268089806461: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",RedLine-0.,fallback,151,Exception state,Informational
35,4989,"The exception is triggered under the following conditions:

storage_2 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
UDiv(storage_keccac_storage_24465873643947496235832446106509767096567058095563226156125564318740882468607,
_____256): 0x1
storage_24465873643947496235832446106509767096567058095563226156125564318740882468607: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_5: 0x1
storage_2: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldatasize_Redline: 0x3
storage_0 +
keccac_1461501637330902918203684832716283019655932542975_&
1461501637330902918203684832716283019655932542975_&
caller: 0x0
storage_78541660797044910968829902406342334108369226379826116161446442989268089806461: 0x0
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",RedLine-0.,fallback,152,Exception state,Informational
36,2868,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,level(uint256),187,Message call to external contract,Informational
37,3125,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,drawProposalBouns(),125,Message call to external contract,Informational
38,3125,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 3247
",WCG-0.,drawProposalBouns(),125,Multiple Calls,Information
39,3125,,A possible transaction order independence vulnerability exists in function drawProposalBouns(). The value or direction of the call statement is determined from a tainted storage location,WCG-0.,drawProposalBouns(),125,Transaction order dependence,Warning
40,3247,"SOLVER OUTPUT:
returndatasize: 0x20
retval_3125: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
extcodesize: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_wcgData_0: 0xa1aca6300000000000000000000000000000000000000000000000000000000
calldatasize_wcgData: 0x4
callvalue: 0x0
","In the function `drawProposalBouns()` a non-zero amount of Ether is sent to msg.sender.
It seems that this function can be called without restrictions.",WCG-0.,drawProposalBouns(),126,Ether send,Warning
41,3432,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,paymentVipOfEth(uint256),134,Message call to external contract,Informational
42,3432,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 3729
",WCG-0.,paymentVipOfEth(uint256),134,Multiple Calls,Information
43,3729,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,paymentVipOfEth(uint256),136,Message call to external contract,Informational
44,4236,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,totalSupply(),87,Message call to external contract,Informational
45,4436,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,wcgBonusPool(),121,Message call to external contract,Informational
46,4647,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,sellToken(uint256),90,Message call to external contract,Informational
47,4864,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,wcgInfosOf(uint256),109,Message call to external contract,Informational
48,5171,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,"userVipsOf(address,uint256)",178,Message call to external contract,Informational
49,5494,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,ethbuyToKen(uint256),75,Message call to external contract,Informational
50,5942,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,serviceCharge(uint256),164,Message call to external contract,Informational
51,6404,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,paymentVipOfWcg(uint256),141,Message call to external contract,Informational
52,6404,,"Multiple sends exist in one transaction, try to isolate each external call into its own transaction. As external calls can fail accidentally or deliberately.
Consecutive calls: 
Call at address: 6612
",WCG-0.,paymentVipOfWcg(uint256),141,Multiple Calls,Information
53,6612,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,paymentVipOfWcg(uint256),141,Message call to external contract,Informational
54,7726,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,userOrders(uint256),173,Message call to external contract,Informational
55,8081,,This contract executes a message call to to another contract. Make sure that the called contract is trusted and does not execute user-supplied code.,WCG-0.,"putaway(uint256,uint256)",148,Message call to external contract,Informational
