,address,debug,description,name,function,lineno,title,type
14,5326,"storage_5 + keccac_calldata_Blockgame_4: 0x1000000000000000000000000000000000000000000000
storage_10 + keccac_calldata_Blockgame_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_keccac_8_+_keccac_calldata_Blockgame_4 + 0: 0x0
storage_3 + keccac_calldata_Blockgame_4: 0x0
storage_11 + keccac_calldata_Blockgame_4: 0x1
storage_8 + keccac_calldata_Blockgame_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_keccac_5_+_keccac_calldata_Blockgame_4 + 0: 0x0
storage_keccac_5_+_keccac_calldata_Blockgame_4 + 1: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
timestamp: 0x1
storage_4: 0x0
caller: 0x0
calldata_Blockgame_0: 0x213f9ad400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `generateWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,generateWinners(uint256),1,Integer Overflow ,Warning
15,5448,"storage_5 + keccac_calldata_Blockgame_4: 0x1000000000000000000000000000000000000000000000
storage_6 + keccac_calldata_Blockgame_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_keccac_8_+_keccac_calldata_Blockgame_4 + 0: 0x0
storage_3 + keccac_calldata_Blockgame_4: 0x0
storage_11 + keccac_calldata_Blockgame_4: 0x1
storage_8 + keccac_calldata_Blockgame_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_keccac_5_+_keccac_calldata_Blockgame_4 + 0: 0x0
storage_keccac_5_+_keccac_calldata_Blockgame_4 + 1: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
timestamp: 0x1
storage_4: 0x0
caller: 0x0
calldata_Blockgame_0: 0x213f9ad400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `generateWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,generateWinners(uint256),1,Integer Overflow ,Warning
16,6149,"The exception is triggered under the following conditions:

calldata_Blockgame_4: 0x0
storage_14: 0x0
calldata_Blockgame_0: 0x3d679e9600000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Blockgame-0.,_function_0x3d679e96,17,Exception state,Informational
17,6217,"The exception is triggered under the following conditions:

calldata_Blockgame_4: 0x0
storage_14: 0x0
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Blockgame-0.,getPastGameResults(uint256),318,Exception state,Informational
18,6306,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x800000000000000000000000000000000000000000000000000000000000000
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
19,6309,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
20,6315,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
21,6340,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
22,6342,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
23,6442,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x1
storage_5 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x800000000000000000000000000000000000000000000000000000000000000
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
24,6445,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x1000000000000000000000000000000000000000000000000000000000000000
storage_5 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
25,6451,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x8000000000000000000000000000000000000000000000000000000000000001
storage_5 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff9
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
26,6476,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x1
storage_5 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x84210842108001f024e0e8c64e51842000000000000001f21084210607c001d
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
27,6478,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x1
storage_5 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffc
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
28,6558,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x800000000000000000000000000000000000000000000000000000000000000
storage_5 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe
storage_6 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x82aaaaa2c00001f000000aaaaaaa00000000001f043c1b6011d0002082c3df0
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
29,6560,"storage_9 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x8000000000000000000000000000000000000000000000000000000000000000
storage_5 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x1
storage_6 +
84800337471693920904250232874319843718400766719524250287777680170677855896573 +
12*calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff9
calldata_Blockgame_4: 0x0
storage_14: 0x1
calldata_Blockgame_0: 0x3efb537e00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getPastGameResults(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getPastGameResults(uint256),318,Integer Overflow ,Warning
30,6626,"The exception is triggered under the following conditions:

calldata_Blockgame_4: 0x6
calldata_Blockgame_0: 0x49a046c100000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Blockgame-0.,_function_0x49a046c1,11,Exception state,Informational
31,7017,"The exception is triggered under the following conditions:

calldata_Blockgame_4: 0x0
storage_13: 0x0
calldata_Blockgame_0: 0x61a9915a00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Blockgame-0.,_function_0x61a9915a,15,Exception state,Informational
32,7092,"storage_6 + keccac_calldata_Blockgame_4: 0x800000000000000000000000000000000000000000000000000000000000000
calldata_Blockgame_0: 0x6b1426a400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getWinners(uint256),290,Integer Overflow ,Warning
33,7095,"storage_6 + keccac_calldata_Blockgame_4: 0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
calldata_Blockgame_0: 0x6b1426a400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getWinners(uint256),290,Integer Overflow ,Warning
34,7101,"storage_6 + keccac_calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb
calldata_Blockgame_0: 0x6b1426a400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getWinners(uint256),290,Integer Overflow ,Warning
35,7126,"storage_6 + keccac_calldata_Blockgame_4: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
calldata_Blockgame_0: 0x6b1426a400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getWinners(uint256),290,Integer Overflow ,Warning
36,7128,"storage_6 + keccac_calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb
calldata_Blockgame_0: 0x6b1426a400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `getWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getWinners(uint256),290,Integer Overflow ,Warning
37,7208,"storage_10 + keccac_calldata_Blockgame_4: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
calldata_Blockgame_0: 0x6b1426a400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
storage_6 + keccac_calldata_Blockgame_4: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `getWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getWinners(uint256),290,Integer Overflow ,Warning
38,7210,"storage_10 + keccac_calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffa
calldata_Blockgame_0: 0x6b1426a400000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
storage_6 + keccac_calldata_Blockgame_4: 0x0
callvalue: 0x0
","A possible integer overflow exists in the function `getWinners(uint256)`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,getWinners(uint256),290,Integer Overflow ,Warning
39,7328,"The exception is triggered under the following conditions:

calldata_Blockgame_4: 0x0
storage_13: 0x0
calldata_Blockgame_0: 0x75aa39bd00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A reachable exception (opcode 0xfe) has been detected. This can be caused by type errors, division by zero, out-of-bounds array access, or assert violations. This is acceptable in most situations. Note however that `assert()` should only be used to check invariants. Use `require()` for regular input checking. ",Blockgame-0.,getTeamScore(uint256),273,Exception state,Informational
40,10963,"storage_12: 0x2103ca3087fcf3fa7408c3eadeffcf77fe3d73ffaffeffe052ffe520c585abb8
storage_4: 0x0
caller: 0x0
calldata_Blockgame_0: 0x5c77582f00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `_function_0x5c77582f`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,_function_0x5c77582f,3,Integer Overflow ,Warning
41,10974,"calldata_Blockgame_4 + calldata_Blockgame_4: 0x8421003f084001f4210815cf88407c00000000000000037c1d000e8d178001f
storage_4: 0x0
caller: 0x0
calldata_Blockgame_0: 0x5c77582f00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `_function_0x5c77582f`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,_function_0x5c77582f,3,Integer Overflow ,Warning
42,10976,"calldata_Blockgame_4 + calldata_Blockgame_4: 0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffb
storage_4: 0x0
caller: 0x0
calldata_Blockgame_0: 0x5c77582f00000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `_function_0x5c77582f`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,_function_0x5c77582f,3,Integer Overflow ,Warning
43,10998,"calldata_Blockgame_4 + calldata_Blockgame_32 + 4: 0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffc
keccac_8_+_keccac_calldata_Blockgame_4: 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
storage_4: 0x0
caller: 0x0
calldata_Blockgame_0: 0x657a9c500000000000000000000000000000000000000000000000000000000
calldatasize_Blockgame: 0x4
callvalue: 0x0
","A possible integer overflow exists in the function `_function_0x0657a9c5`.
The addition or multiplication may result in a value higher than the maximum representable integer.",Blockgame-0.,_function_0x0657a9c5,3,Integer Overflow ,Warning
